case,hh_size,n_adult,n_child,age,disp_income_week,eq_scale,sex_code,emp_code,eth_code,mar_code,tenure_code,educ_code,region_code,lone_parent,sex_cat,emp_cat,eth_cat,mar_cat,tenure_cat,educ_cat,region_cat
4585,1.0,1.0,0.0,80.0,209.922,1.0,2.0,6.0,1.0,5.0,7.0,,8.0,2.0,Female,Retired/unoccupied and of minimum NI Pension age,White,Widowed,Owned outright,,South East
4586,1.0,1.0,0.0,46.0,308.85,1.0,2.0,1.0,1.0,4.0,7.0,3.0,9.0,2.0,Female,Self-employed,White,Single,Owned outright,A-Levels/Highers,South West
4587,1.0,1.0,0.0,47.0,624.0,1.0,2.0,2.0,1.0,4.0,5.0,1.0,2.0,2.0,Female,Full-time employee,White,Single,Owned with mortgage,Degree or equivalent,North West and Merseyside
4588,4.0,2.0,2.0,50.0,1165.97,2.5,2.0,1.0,10.0,8.0,3.0,1.0,7.0,1.0,Female,Self-employed,Other ethnic group,Civil Partner or Former Civil Partner,Priv. rented (unfurn),Degree or equivalent,London
4589,1.0,1.0,0.0,75.0,275.27,1.0,2.0,6.0,1.0,5.0,7.0,,8.0,2.0,Female,Retired/unoccupied and of minimum NI Pension age,White,Widowed,Owned outright,,South East
4590,2.0,2.0,0.0,55.0,402.632,1.5,2.0,7.0,1.0,3.0,5.0,5.0,3.0,2.0,Female,Retired/unoccupied but under minimum NI Pension age,White,Cohabitee,Owned with mortgage,O-Level or GCSE A-C,Yorkshire and the Humber
4591,2.0,2.0,0.0,29.0,754.44,1.5,1.0,2.0,1.0,3.0,5.0,6.0,6.0,2.0,Male,Full-time employee,White,Cohabitee,Owned with mortgage,GCSE D-G,Eastern
4592,2.0,2.0,0.0,29.0,595.3218,1.5,1.0,2.0,1.0,3.0,5.0,2.0,1.0,2.0,Male,Full-time employee,White,Cohabitee,Owned with mortgage,Higher education qualification below degree level,North East
4593,3.0,3.0,0.0,66.0,603.732,2.0,1.0,6.0,1.0,1.0,2.0,,1.0,2.0,Male,Retired/unoccupied and of minimum NI Pension age,White,Married and living with your husband/wife,Hsng Assn (furnished unfrnish),,North East
4594,2.0,2.0,0.0,67.0,636.79,1.5,1.0,6.0,1.0,1.0,7.0,4.0,8.0,2.0,Male,Retired/unoccupied and of minimum NI Pension age,White,Married and living with your husband/wife,Owned outright,ONC National level/BTEC,South East
4595,4.0,2.0,2.0,37.0,855.55,2.1,1.0,2.0,1.0,1.0,5.0,5.0,11.0,2.0,Male,Full-time employee,White,Married and living with your husband/wife,Owned with mortgage,O-Level or GCSE A-C,Scotland
4596,1.0,1.0,0.0,38.0,359.98,1.0,1.0,2.0,1.0,4.0,4.0,3.0,11.0,2.0,Male,Full-time employee,White,Single,Priv. rented (furnished),A-Levels/Highers,Scotland
4597,2.0,2.0,0.0,75.0,351.272,1.5,2.0,6.0,1.0,5.0,7.0,,12.0,2.0,Female,Retired/unoccupied and of minimum NI Pension age,White,Widowed,Owned outright,,Northern Ireland
4598,1.0,1.0,0.0,49.0,260.0,1.0,1.0,2.0,1.0,7.0,5.0,7.0,10.0,2.0,Male,Full-time employee,White,Separated,Owned with mortgage,"Other, including foreign qualification below degree level",Wales
4599,2.0,2.0,0.0,66.0,466.764,1.5,2.0,6.0,1.0,4.0,7.0,,11.0,2.0,Female,Retired/unoccupied and of minimum NI Pension age,White,Single,Owned outright,,Scotland
4600,2.0,2.0,0.0,41.0,757.01,1.5,1.0,2.0,1.0,1.0,5.0,1.0,3.0,2.0,Male,Full-time employee,White,Married and living with your husband/wife,Owned with mortgage,Degree or equivalent,Yorkshire and the Humber
4601,1.0,1.0,0.0,64.0,241.81,1.0,2.0,6.0,1.0,6.0,7.0,5.0,3.0,2.0,Female,Retired/unoccupied and of minimum NI Pension age,White,Divorced,Owned outright,O-Level or GCSE A-C,Yorkshire and the Humber
4602,2.0,2.0,0.0,79.0,592.834,1.5,2.0,6.0,1.0,1.0,7.0,,2.0,2.0,Female,Retired/unoccupied and of minimum NI Pension age,White,Married and living with your husband/wife,Owned outright,,North West and Merseyside
4603,5.0,4.0,1.0,48.0,514.72,3.0,2.0,3.0,1.0,4.0,2.0,5.0,9.0,1.0,Female,Part-time employee,White,Single,Hsng Assn (furnished unfrnish),O-Level or GCSE A-C,South West
4604,2.0,2.0,0.0,79.0,636.424,1.5,1.0,6.0,1.0,1.0,7.0,,6.0,2.0,Male,Retired/unoccupied and of minimum NI Pension age,White,Married and living with your husband/wife,Owned outright,,Eastern
4605,2.0,2.0,0.0,78.0,441.534,1.5,1.0,6.0,1.0,1.0,7.0,,4.0,2.0,Male,Retired/unoccupied and of minimum NI Pension age,White,Married and living with your husband/wife,Owned outright,,East Midlands
4606,2.0,2.0,0.0,67.0,1630.56,1.5,1.0,6.0,1.0,1.0,7.0,1.0,2.0,2.0,Male,Retired/unoccupied and of minimum NI Pension age,White,Married and living with your husband/wife,Owned outright,Degree or equivalent,North West and Merseyside
4607,3.0,2.0,1.0,45.0,757.7294,1.8,1.0,2.0,4.0,3.0,5.0,5.0,2.0,2.0,Male,Full-time employee,Black or Black British,Cohabitee,Owned with mortgage,O-Level or GCSE A-C,North West and Merseyside
4608,2.0,2.0,0.0,70.0,385.024,1.5,1.0,6.0,3.0,1.0,7.0,,7.0,2.0,Male,Retired/unoccupied and of minimum NI Pension age,Asian or Asian British,Married and living with your husband/wife,Owned outright,,London
4609,6.0,2.0,4.0,41.0,672.55,2.7,1.0,2.0,1.0,1.0,5.0,5.0,3.0,2.0,Male,Full-time employee,White,Married and living with your husband/wife,Owned with mortgage,O-Level or GCSE A-C,Yorkshire and the Humber
4610,2.0,2.0,0.0,66.0,451.894,1.5,1.0,6.0,1.0,1.0,7.0,,8.0,2.0,Male,Retired/unoccupied and of minimum NI Pension age,White,Married and living with your husband/wife,Owned outright,,South East
4611,2.0,2.0,0.0,30.0,763.98,1.5,1.0,2.0,1.0,3.0,3.0,7.0,8.0,2.0,Male,Full-time employee,White,Cohabitee,Priv. rented (unfurn),"Other, including foreign qualification below degree level",South East
4612,1.0,1.0,0.0,62.0,130.75,1.0,1.0,3.0,1.0,4.0,3.0,1.0,3.0,2.0,Male,Part-time employee,White,Single,Priv. rented (unfurn),Degree or equivalent,Yorkshire and the Humber
4613,4.0,2.0,2.0,39.0,593.12,2.1,2.0,2.0,1.0,1.0,5.0,3.0,6.0,2.0,Female,Full-time employee,White,Married and living with your husband/wife,Owned with mortgage,A-Levels/Highers,Eastern
4614,5.0,2.0,3.0,40.0,1630.56,2.4,1.0,2.0,1.0,1.0,5.0,1.0,8.0,2.0,Male,Full-time employee,White,Married and living with your husband/wife,Owned with mortgage,Degree or equivalent,South East
4615,2.0,2.0,0.0,57.0,391.68,1.5,2.0,2.0,1.0,1.0,7.0,,9.0,2.0,Female,Full-time employee,White,Married and living with your husband/wife,Owned outright,,South West
4616,4.0,4.0,0.0,80.0,946.85,2.5,1.0,6.0,1.0,1.0,7.0,,3.0,2.0,Male,Retired/unoccupied and of minimum NI Pension age,White,Married and living with your husband/wife,Owned outright,,Yorkshire and the Humber
4617,2.0,2.0,0.0,80.0,1096.074,1.5,1.0,6.0,1.0,1.0,5.0,,9.0,2.0,Male,Retired/unoccupied and of minimum NI Pension age,White,Married and living with your husband/wife,Owned with mortgage,,South West
4618,1.0,1.0,0.0,59.0,382.25,1.0,1.0,7.0,1.0,5.0,7.0,2.0,3.0,2.0,Male,Retired/unoccupied but under minimum NI Pension age,White,Widowed,Owned outright,Higher education qualification below degree level,Yorkshire and the Humber
4619,2.0,2.0,0.0,52.0,1521.47,1.5,1.0,1.0,1.0,3.0,5.0,1.0,5.0,2.0,Male,Self-employed,White,Cohabitee,Owned with mortgage,Degree or equivalent,West Midlands
4620,1.0,1.0,0.0,80.0,384.12,1.0,1.0,6.0,1.0,5.0,1.0,,10.0,2.0,Male,Retired/unoccupied and of minimum NI Pension age,White,Widowed,LA (furnished unfurnished),,Wales
4621,1.0,1.0,0.0,80.0,539.592,1.0,1.0,6.0,1.0,5.0,7.0,,3.0,2.0,Male,Retired/unoccupied and of minimum NI Pension age,White,Widowed,Owned outright,,Yorkshire and the Humber
4622,1.0,1.0,0.0,77.0,256.642,1.0,1.0,2.0,1.0,4.0,7.0,,7.0,2.0,Male,Full-time employee,White,Single,Owned outright,,London
4623,4.0,3.0,1.0,65.0,897.844,2.3,1.0,6.0,1.0,1.0,7.0,7.0,6.0,2.0,Male,Retired/unoccupied and of minimum NI Pension age,White,Married and living with your husband/wife,Owned outright,"Other, including foreign qualification below degree level",Eastern
4624,5.0,2.0,3.0,49.0,1344.4948,2.4,1.0,2.0,1.0,1.0,5.0,1.0,6.0,2.0,Male,Full-time employee,White,Married and living with your husband/wife,Owned with mortgage,Degree or equivalent,Eastern
4625,4.0,3.0,1.0,39.0,990.24,2.3,2.0,2.0,1.0,3.0,5.0,4.0,2.0,2.0,Female,Full-time employee,White,Cohabitee,Owned with mortgage,ONC National level/BTEC,North West and Merseyside
4626,1.0,1.0,0.0,62.0,251.89,1.0,1.0,2.0,1.0,4.0,7.0,3.0,4.0,2.0,Male,Full-time employee,White,Single,Owned outright,A-Levels/Highers,East Midlands
4627,1.0,1.0,0.0,52.0,257.19,1.0,1.0,7.0,1.0,6.0,2.0,3.0,4.0,2.0,Male,Retired/unoccupied but under minimum NI Pension age,White,Divorced,Hsng Assn (furnished unfrnish),A-Levels/Highers,East Midlands
4628,5.0,4.0,1.0,48.0,972.79,2.8,1.0,2.0,3.0,1.0,5.0,2.0,7.0,2.0,Male,Full-time employee,Asian or Asian British,Married and living with your husband/wife,Owned with mortgage,Higher education qualification below degree level,London
4629,1.0,1.0,0.0,40.0,705.63,1.0,1.0,2.0,1.0,4.0,5.0,5.0,8.0,2.0,Male,Full-time employee,White,Single,Owned with mortgage,O-Level or GCSE A-C,South East
4630,4.0,4.0,0.0,49.0,1124.51,2.5,1.0,1.0,1.0,1.0,5.0,7.0,4.0,2.0,Male,Self-employed,White,Married and living with your husband/wife,Owned with mortgage,"Other, including foreign qualification below degree level",East Midlands
4631,4.0,2.0,2.0,35.0,1047.84,2.1,1.0,2.0,1.0,1.0,5.0,1.0,10.0,2.0,Male,Full-time employee,White,Married and living with your husband/wife,Owned with mortgage,Degree or equivalent,Wales
4632,4.0,2.0,2.0,41.0,425.02,2.1,1.0,2.0,3.0,1.0,5.0,1.0,7.0,2.0,Male,Full-time employee,Asian or Asian British,Married and living with your husband/wife,Owned with mortgage,Degree or equivalent,London
4633,4.0,4.0,0.0,55.0,743.4,2.5,1.0,4.0,3.0,1.0,7.0,2.0,7.0,2.0,Male,Unemployed,Asian or Asian British,Married and living with your husband/wife,Owned outright,Higher education qualification below degree level,London
4634,3.0,3.0,0.0,62.0,1109.972,2.0,1.0,7.0,1.0,3.0,7.0,2.0,6.0,2.0,Male,Retired/unoccupied but under minimum NI Pension age,White,Cohabitee,Owned outright,Higher education qualification below degree level,Eastern
4635,3.0,3.0,0.0,52.0,1250.892,2.0,2.0,2.0,1.0,1.0,7.0,1.0,5.0,2.0,Female,Full-time employee,White,Married and living with your husband/wife,Owned outright,Degree or equivalent,West Midlands
4636,2.0,2.0,0.0,67.0,417.814,1.5,2.0,6.0,1.0,1.0,7.0,7.0,4.0,2.0,Female,Retired/unoccupied and of minimum NI Pension age,White,Married and living with your husband/wife,Owned outright,"Other, including foreign qualification below degree level",East Midlands
4637,2.0,2.0,0.0,49.0,367.37,1.5,1.0,2.0,1.0,4.0,5.0,5.0,3.0,1.0,Male,Full-time employee,White,Single,Owned with mortgage,O-Level or GCSE A-C,Yorkshire and the Humber
4638,2.0,1.0,1.0,42.0,476.9,1.5,2.0,2.0,1.0,6.0,5.0,1.0,8.0,1.0,Female,Full-time employee,White,Divorced,Owned with mortgage,Degree or equivalent,South East
4639,2.0,2.0,0.0,69.0,473.058,1.5,1.0,6.0,1.0,1.0,7.0,7.0,6.0,2.0,Male,Retired/unoccupied and of minimum NI Pension age,White,Married and living with your husband/wife,Owned outright,"Other, including foreign qualification below degree level",Eastern
4640,1.0,1.0,0.0,53.0,1008.2276,1.0,1.0,2.0,1.0,4.0,7.0,2.0,6.0,2.0,Male,Full-time employee,White,Single,Owned outright,Higher education qualification below degree level,Eastern
4641,2.0,1.0,1.0,28.0,158.25,1.3,2.0,5.0,1.0,4.0,2.0,,2.0,1.0,Female,Work related Government Training Programmes,White,Single,Hsng Assn (furnished unfrnish),,North West and Merseyside
4642,2.0,2.0,0.0,72.0,1630.56,1.5,2.0,6.0,1.0,1.0,7.0,,11.0,2.0,Female,Retired/unoccupied and of minimum NI Pension age,White,Married and living with your husband/wife,Owned outright,,Scotland
4643,4.0,4.0,0.0,60.0,1441.42,2.0,2.0,3.0,1.0,1.0,7.0,1.0,3.0,2.0,Female,Part-time employee,White,Married and living with your husband/wife,Owned outright,Degree or equivalent,Yorkshire and the Humber
4644,2.0,2.0,0.0,49.0,326.27,1.5,2.0,2.0,1.0,6.0,5.0,2.0,9.0,2.0,Female,Full-time employee,White,Divorced,Owned with mortgage,Higher education qualification below degree level,South West
4645,4.0,2.0,2.0,39.0,922.21,2.1,1.0,2.0,3.0,1.0,3.0,1.0,8.0,2.0,Male,Full-time employee,Asian or Asian British,Married and living with your husband/wife,Priv. rented (unfurn),Degree or equivalent,South East
4646,6.0,5.0,1.0,56.0,275.38,3.3,1.0,7.0,3.0,1.0,1.0,,5.0,2.0,Male,Retired/unoccupied but under minimum NI Pension age,Asian or Asian British,Married and living with your husband/wife,LA (furnished unfurnished),,West Midlands
4647,2.0,2.0,0.0,40.0,564.43,1.5,1.0,2.0,1.0,1.0,5.0,5.0,9.0,2.0,Male,Full-time employee,White,Married and living with your husband/wife,Owned with mortgage,O-Level or GCSE A-C,South West
4648,2.0,2.0,0.0,58.0,1630.56,1.5,2.0,2.0,1.0,1.0,7.0,1.0,8.0,2.0,Female,Full-time employee,White,Married and living with your husband/wife,Owned outright,Degree or equivalent,South East
4649,4.0,2.0,2.0,47.0,1359.7736,2.1,1.0,2.0,1.0,3.0,5.0,3.0,9.0,2.0,Male,Full-time employee,White,Cohabitee,Owned with mortgage,A-Levels/Highers,South West
4650,2.0,2.0,0.0,66.0,467.214,1.5,2.0,3.0,1.0,1.0,7.0,2.0,1.0,2.0,Female,Part-time employee,White,Married and living with your husband/wife,Owned outright,Higher education qualification below degree level,North East
4651,1.0,1.0,0.0,78.0,189.172,1.0,2.0,6.0,1.0,5.0,7.0,,5.0,2.0,Female,Retired/unoccupied and of minimum NI Pension age,White,Widowed,Owned outright,,West Midlands
4652,2.0,2.0,0.0,43.0,650.0,1.5,1.0,2.0,1.0,4.0,2.0,4.0,12.0,2.0,Male,Full-time employee,White,Single,Hsng Assn (furnished unfrnish),ONC National level/BTEC,Northern Ireland
4653,3.0,3.0,0.0,53.0,487.14,2.0,1.0,2.0,1.0,1.0,5.0,3.0,3.0,2.0,Male,Full-time employee,White,Married and living with your husband/wife,Owned with mortgage,A-Levels/Highers,Yorkshire and the Humber
4654,2.0,2.0,0.0,53.0,1441.15,1.5,2.0,2.0,1.0,3.0,5.0,1.0,2.0,2.0,Female,Full-time employee,White,Cohabitee,Owned with mortgage,Degree or equivalent,North West and Merseyside
4655,2.0,2.0,0.0,53.0,1302.54,1.5,2.0,2.0,1.0,3.0,5.0,1.0,10.0,2.0,Female,Full-time employee,White,Cohabitee,Owned with mortgage,Degree or equivalent,Wales
4656,2.0,2.0,0.0,63.0,690.44,1.5,1.0,7.0,1.0,1.0,7.0,1.0,8.0,2.0,Male,Retired/unoccupied but under minimum NI Pension age,White,Married and living with your husband/wife,Owned outright,Degree or equivalent,South East
4657,2.0,2.0,0.0,66.0,741.1,1.5,1.0,1.0,1.0,1.0,7.0,,4.0,2.0,Male,Self-employed,White,Married and living with your husband/wife,Owned outright,,East Midlands
4658,2.0,2.0,0.0,71.0,535.41,1.5,1.0,6.0,1.0,1.0,2.0,,6.0,2.0,Male,Retired/unoccupied and of minimum NI Pension age,White,Married and living with your husband/wife,Hsng Assn (furnished unfrnish),,Eastern
4659,2.0,2.0,0.0,66.0,607.322,1.5,2.0,6.0,1.0,5.0,7.0,5.0,2.0,2.0,Female,Retired/unoccupied and of minimum NI Pension age,White,Widowed,Owned outright,O-Level or GCSE A-C,North West and Merseyside
4660,2.0,2.0,0.0,24.0,360.39,1.5,2.0,7.0,1.0,3.0,3.0,4.0,12.0,2.0,Female,Retired/unoccupied but under minimum NI Pension age,White,Cohabitee,Priv. rented (unfurn),ONC National level/BTEC,Northern Ireland
4661,2.0,2.0,0.0,75.0,355.09,1.5,1.0,1.0,1.0,1.0,7.0,,7.0,2.0,Male,Self-employed,White,Married and living with your husband/wife,Owned outright,,London
4662,1.0,1.0,0.0,34.0,0.0,1.0,1.0,7.0,1.0,4.0,2.0,8.0,4.0,2.0,Male,Retired/unoccupied but under minimum NI Pension age,White,Single,Hsng Assn (furnished unfrnish),No formal qualifications,East Midlands
4663,2.0,2.0,0.0,60.0,1162.6594,1.5,2.0,2.0,1.0,1.0,7.0,1.0,8.0,2.0,Female,Full-time employee,White,Married and living with your husband/wife,Owned outright,Degree or equivalent,South East
4664,4.0,4.0,0.0,51.0,1237.56,2.5,1.0,2.0,1.0,1.0,5.0,5.0,9.0,2.0,Male,Full-time employee,White,Married and living with your husband/wife,Owned with mortgage,O-Level or GCSE A-C,South West
4665,3.0,2.0,1.0,32.0,961.3,1.8,1.0,2.0,1.0,1.0,5.0,1.0,4.0,2.0,Male,Full-time employee,White,Married and living with your husband/wife,Owned with mortgage,Degree or equivalent,East Midlands
4666,2.0,2.0,0.0,72.0,586.544,1.5,1.0,6.0,1.0,1.0,7.0,,6.0,2.0,Male,Retired/unoccupied and of minimum NI Pension age,White,Married and living with your husband/wife,Owned outright,,Eastern
4667,2.0,2.0,0.0,42.0,615.65,1.5,1.0,2.0,1.0,1.0,5.0,2.0,4.0,2.0,Male,Full-time employee,White,Married and living with your husband/wife,Owned with mortgage,Higher education qualification below degree level,East Midlands
4668,2.0,2.0,0.0,74.0,422.894,1.5,2.0,6.0,1.0,6.0,2.0,,4.0,2.0,Female,Retired/unoccupied and of minimum NI Pension age,White,Divorced,Hsng Assn (furnished unfrnish),,East Midlands
4669,2.0,2.0,0.0,61.0,543.95,1.5,1.0,3.0,1.0,1.0,7.0,1.0,9.0,2.0,Male,Part-time employee,White,Married and living with your husband/wife,Owned outright,Degree or equivalent,South West
4670,2.0,2.0,0.0,50.0,431.94,1.5,1.0,7.0,1.0,1.0,5.0,7.0,8.0,2.0,Male,Retired/unoccupied but under minimum NI Pension age,White,Married and living with your husband/wife,Owned with mortgage,"Other, including foreign qualification below degree level",South East
4671,1.0,1.0,0.0,54.0,559.6836,1.0,1.0,2.0,1.0,4.0,5.0,2.0,5.0,2.0,Male,Full-time employee,White,Single,Owned with mortgage,Higher education qualification below degree level,West Midlands
4672,2.0,2.0,0.0,70.0,274.344,1.5,1.0,6.0,1.0,1.0,1.0,,12.0,2.0,Male,Retired/unoccupied and of minimum NI Pension age,White,Married and living with your husband/wife,LA (furnished unfurnished),,Northern Ireland
4673,2.0,2.0,0.0,80.0,690.534,1.5,1.0,7.0,1.0,1.0,7.0,,6.0,2.0,Male,Retired/unoccupied but under minimum NI Pension age,White,Married and living with your husband/wife,Owned outright,,Eastern
4674,2.0,2.0,0.0,55.0,1264.2,1.5,2.0,2.0,1.0,3.0,5.0,1.0,7.0,2.0,Female,Full-time employee,White,Cohabitee,Owned with mortgage,Degree or equivalent,London
4675,2.0,2.0,0.0,80.0,281.324,1.5,1.0,6.0,1.0,1.0,7.0,,1.0,2.0,Male,Retired/unoccupied and of minimum NI Pension age,White,Married and living with your husband/wife,Owned outright,,North East
4676,1.0,1.0,0.0,44.0,165.24,1.0,2.0,3.0,1.0,4.0,7.0,1.0,8.0,2.0,Female,Part-time employee,White,Single,Owned outright,Degree or equivalent,South East
4677,1.0,1.0,0.0,29.0,1153.85,1.0,2.0,1.0,1.0,4.0,5.0,2.0,11.0,2.0,Female,Self-employed,White,Single,Owned with mortgage,Higher education qualification below degree level,Scotland
4678,1.0,1.0,0.0,69.0,205.932,1.0,2.0,6.0,1.0,6.0,1.0,,2.0,2.0,Female,Retired/unoccupied and of minimum NI Pension age,White,Divorced,LA (furnished unfurnished),,North West and Merseyside
4679,2.0,2.0,0.0,51.0,534.66,1.5,1.0,7.0,1.0,1.0,5.0,,8.0,2.0,Male,Retired/unoccupied but under minimum NI Pension age,White,Married and living with your husband/wife,Owned with mortgage,,South East
4680,1.0,1.0,0.0,62.0,577.552,1.0,2.0,3.0,1.0,5.0,7.0,7.0,3.0,2.0,Female,Part-time employee,White,Widowed,Owned outright,"Other, including foreign qualification below degree level",Yorkshire and the Humber
4681,2.0,2.0,0.0,80.0,473.77,1.5,1.0,6.0,1.0,1.0,7.0,,7.0,2.0,Male,Retired/unoccupied and of minimum NI Pension age,White,Married and living with your husband/wife,Owned outright,,London
4682,2.0,1.0,1.0,38.0,345.54,1.3,2.0,3.0,1.0,4.0,2.0,2.0,1.0,1.0,Female,Part-time employee,White,Single,Hsng Assn (furnished unfrnish),Higher education qualification below degree level,North East
4683,4.0,2.0,2.0,28.0,535.18,2.1,1.0,2.0,1.0,3.0,5.0,3.0,8.0,2.0,Male,Full-time employee,White,Cohabitee,Owned with mortgage,A-Levels/Highers,South East
4684,2.0,2.0,0.0,60.0,1626.26,1.5,1.0,2.0,1.0,1.0,7.0,1.0,7.0,2.0,Male,Full-time employee,White,Married and living with your husband/wife,Owned outright,Degree or equivalent,London
4685,2.0,2.0,0.0,52.0,571.16,1.5,2.0,2.0,1.0,1.0,7.0,,11.0,2.0,Female,Full-time employee,White,Married and living with your husband/wife,Owned outright,,Scotland
4686,2.0,2.0,0.0,47.0,725.82,1.5,1.0,2.0,1.0,3.0,5.0,7.0,11.0,2.0,Male,Full-time employee,White,Cohabitee,Owned with mortgage,"Other, including foreign qualification below degree level",Scotland
4687,2.0,2.0,0.0,55.0,577.71,1.5,1.0,2.0,1.0,1.0,7.0,7.0,3.0,2.0,Male,Full-time employee,White,Married and living with your husband/wife,Owned outright,"Other, including foreign qualification below degree level",Yorkshire and the Humber
4688,2.0,2.0,0.0,59.0,800.1382,1.5,2.0,2.0,1.0,1.0,7.0,6.0,2.0,2.0,Female,Full-time employee,White,Married and living with your husband/wife,Owned outright,GCSE D-G,North West and Merseyside
4689,1.0,1.0,0.0,48.0,222.3,1.0,1.0,7.0,1.0,4.0,2.0,7.0,2.0,2.0,Male,Retired/unoccupied but under minimum NI Pension age,White,Single,Hsng Assn (furnished unfrnish),"Other, including foreign qualification below degree level",North West and Merseyside
4690,3.0,3.0,0.0,71.0,355.674,2.0,2.0,6.0,1.0,1.0,1.0,,4.0,2.0,Female,Retired/unoccupied and of minimum NI Pension age,White,Married and living with your husband/wife,LA (furnished unfurnished),,East Midlands
4691,2.0,2.0,0.0,71.0,479.254,1.5,1.0,6.0,1.0,1.0,7.0,,8.0,2.0,Male,Retired/unoccupied and of minimum NI Pension age,White,Married and living with your husband/wife,Owned outright,,South East
4692,2.0,2.0,0.0,32.0,919.64,1.5,1.0,1.0,1.0,3.0,5.0,2.0,8.0,2.0,Male,Self-employed,White,Cohabitee,Owned with mortgage,Higher education qualification below degree level,South East
4693,1.0,1.0,0.0,44.0,72.5,1.0,1.0,4.0,1.0,4.0,3.0,,12.0,2.0,Male,Unemployed,White,Single,Priv. rented (unfurn),,Northern Ireland
4694,2.0,2.0,0.0,68.0,583.33,1.5,1.0,6.0,1.0,1.0,7.0,5.0,4.0,2.0,Male,Retired/unoccupied and of minimum NI Pension age,White,Married and living with your husband/wife,Owned outright,O-Level or GCSE A-C,East Midlands
4695,3.0,2.0,1.0,37.0,584.56,1.8,1.0,2.0,1.0,1.0,1.0,7.0,3.0,2.0,Male,Full-time employee,White,Married and living with your husband/wife,LA (furnished unfurnished),"Other, including foreign qualification below degree level",Yorkshire and the Humber
